"cty","dist","vil","vil.pay","fam.num","t.pay","med.pay","Q1.pay","Q3.pay","sd.pay","var.pay"
"嘉義縣","義竹鄉","仁里村",784,215,168527,598,349,948,703.34,89.73
"嘉義縣","義竹鄉","傳芳村",609,152,92563,512,299,808,419.4,68.87
"嘉義縣","義竹鄉","頭竹村",714,264,188370,549,324,859,669.95,93.89
"嘉義縣","義竹鄉","五厝村",679,95,64476,464,322,830,683.13,100.65
"嘉義縣","義竹鄉","中平村",674,68,45805,580,273,928,524.85,77.92
"嘉義縣","義竹鄉","埤前村",723,134,96829,592,370,907,561.94,77.77
"嘉義縣","義竹鄉","平溪村",672,76,51108,555,351,847,494,73.46
"嘉義縣","義竹鄉","後鎮村",586,95,55639,471,317,746,419.59,71.64
"嘉義縣","義竹鄉","北華村",555,125,69351,422,256,702,433.18,78.08
"嘉義縣","義竹鄉","新店村",658,271,178211,531,307,861,497.65,75.68
"嘉義縣","義竹鄉","東過村",635,162,102893,513,370,786,446.36,70.28
"嘉義縣","義竹鄉","西過村",622,148,92117,488,295,719,686.35,110.27
"嘉義縣","義竹鄉","官和村",589,153,90191,436,278,771,528.3,89.62
"嘉義縣","義竹鄉","官順村",542,90,48784,456,275,654,433.8,80.03
"嘉義縣","義竹鄉","新富村",666,107,71257,579,328,845,474.5,71.25
"嘉義縣","義竹鄉","東光村",700,149,104319,553,322,981,540.23,77.16
"嘉義縣","義竹鄉","東榮村",644,73,46997,459,286,854,536,83.26
"嘉義縣","義竹鄉","龍蛟村",617,98,60495,547,329,706,482.7,78.2
"嘉義縣","義竹鄉","溪洲村",658,109,71682,558,368,769,485.79,73.87
"嘉義縣","鹿草鄉","後寮村",733,83,60880,554,364,822,657.67,89.66
"嘉義縣","鹿草鄉","鹿東村",693,122,84553,588,374,938,486.28,70.16
"嘉義縣","鹿草鄉","鹿草村",670,294,196941,552,333,805,610.67,91.16
"嘉義縣","鹿草鄉","西井村",723,287,207366,538,317,951,599.56,82.98
"嘉義縣","鹿草鄉","豐稠村",722,104,75083,622,364,893,541.64,75.02
"嘉義縣","鹿草鄉","重寮村",681,190,129326,526,348,814,538.71,79.15
"嘉義縣","鹿草鄉","施家村",666,94,62607,472,348,724,641.61,96.33
"嘉義縣","鹿草鄉","下潭村",650,122,79287,521,335,871,471.26,72.51
"嘉義縣","鹿草鄉","光潭村",659,170,112063,561,339,923,443.43,67.27
"嘉義縣","鹿草鄉","碧潭村",695,148,102881,596,333,873,518.61,74.6
"嘉義縣","鹿草鄉","松竹村",674,185,124700,564,337,782,590.86,87.66
"嘉義縣","鹿草鄉","竹山村",700,166,116131,553,294,879,623.22,89.08
"嘉義縣","鹿草鄉","後堀村",652,321,209166,496,326,848,475.53,72.98
"嘉義縣","鹿草鄉","三角村",668,338,225865,561,350,871,464.3,69.48
"嘉義縣","鹿草鄉","下麻村",641,106,67947,530,331,803,479.68,74.83
"嘉義縣","太保市","太保里",777,598,464785,583,335,1016,687.07,88.4
"嘉義縣","太保市","後庄里",737,103,75954,484,329,766,964.72,130.82
"嘉義縣","太保市","前潭里",695,306,212576,493,297,751,975.52,140.42
"嘉義縣","太保市","後潭里",713,338,241006,557,347,884,595.75,83.55
"嘉義縣","太保市","春珠里",716,215,153916,590,362,905,602.64,84.18
"嘉義縣","太保市","崙頂里",769,192,147634,617,342,976,642.97,83.62
"嘉義縣","太保市","安仁里",1023,665,680400,842,475,1432,792.44,77.45
"嘉義縣","太保市","東勢里",1167,422,492512,876,454,1380,1236.72,105.97
"嘉義縣","太保市","新埤里",727,269,195683,520,309,917,636.86,87.55
"嘉義縣","太保市","舊埤里",727,515,374396,626,369,975,505.75,69.57
"嘉義縣","太保市","田尾里",847,143,121176,679,373,1041,741.39,87.49
"嘉義縣","太保市","港尾里",633,114,72175,521,318,885,459.22,72.53
"嘉義縣","太保市","過溝里",819,831,680718,643,374,1058,716.96,87.52
"嘉義縣","太保市","麻寮里",795,1042,827886,672,388,1046,592.6,74.59
"嘉義縣","太保市","南新里",785,419,328740,554,304,849,1173.52,149.57
"嘉義縣","太保市","北新里",753,667,502467,590,345,941,835.67,110.93
"嘉義縣","太保市","埤鄉里",752,149,112025,606,348,930,740.65,98.51
"嘉義縣","太保市","梅埔里",628,225,141256,480,282,747,689.37,109.81
"嘉義縣","水上鄉","水頭村",767,649,497595,598,354,978,631.99,82.43
"嘉義縣","水上鄉","水上村",706,949,669785,554,332,928,584.58,82.83
"嘉義縣","水上鄉","大堀村",620,347,215153,486,282,818,472.37,76.18
"嘉義縣","水上鄉","大崙村",634,480,304119,511,315,775,551.68,87.07
"嘉義縣","水上鄉","塗溝村",679,177,120153,520,325,915,575.79,84.82
"嘉義縣","水上鄉","粗溪村",649,362,235014,516,304,814,540.56,83.26
"嘉義縣","水上鄉","下寮村",736,499,367392,524,331,840,1012.63,137.54
"嘉義縣","水上鄉","回歸村",832,137,114040,584,322,863,1016.47,122.11
"嘉義縣","水上鄉","三和村",773,497,384308,655,373,1044,539.45,69.76
"嘉義縣","水上鄉","龍德村",755,521,393372,553,337,988,637.5,84.43
"嘉義縣","水上鄉","溪洲村",622,255,158576,482,303,843,469.36,75.48
"嘉義縣","水上鄉","三鎮村",705,148,104284,546,338,971,500.98,71.1
"嘉義縣","水上鄉","靖和村",767,142,108873,656,385,1004,508.02,66.26
"嘉義縣","水上鄉","南和村",736,305,224628,559,359,915,625.54,84.94
"嘉義縣","水上鄉","柳林村",639,461,294509,503,352,759,511.04,79.99
"嘉義縣","水上鄉","柳鄉村",659,450,296743,525,330,819,552.26,83.75
"嘉義縣","水上鄉","內溪村",619,248,153558,489,268,761,720.79,116.41
"嘉義縣","水上鄉","寬士村",699,987,690404,531,339,892,617.28,88.25
"嘉義縣","水上鄉","國姓村",581,217,125997,461,297,811,465.25,80.13
"嘉義縣","水上鄉","三界村",611,163,99599,470,301,705,510.68,83.58
"嘉義縣","水上鄉","南鄉村",686,159,109119,500,298,757,734.67,107.05
"嘉義縣","水上鄉","忠和村",557,407,226698,447,282,708,465.17,83.51
"嘉義縣","水上鄉","義興村",567,176,99829,442,286,716,470.16,82.89
"嘉義縣","水上鄉","民生村",624,733,457333,499,322,762,524.23,84.02
"嘉義縣","水上鄉","中庄村",647,373,241487,504,324,779,661.11,102.12
"嘉義縣","水上鄉","柳新村",609,365,222194,521,322,779,424.08,69.66
"嘉義縣","中埔鄉","中埔村",705,348,245402,585,343,903,544.42,77.2
"嘉義縣","中埔鄉","<ed><U+00A1><U+0094><ed><U+00B2><U+0081>館村",708,162,114683,514,350,992,538.51,76.07
"嘉義縣","中埔鄉","龍門村",628,136,85393,496,346,743,537.51,85.61
"嘉義縣","中埔鄉","裕民村",649,161,104461,507,310,807,535.6,82.55
"嘉義縣","中埔鄉","金蘭村",662,264,174804,496,297,799,624.1,94.26
"嘉義縣","中埔鄉","富收村",696,578,402555,535,346,838,635.57,91.26
"嘉義縣","中埔鄉","和睦村",702,785,551208,520,303,924,632.45,90.07
"嘉義縣","中埔鄉","隆興村",756,354,267779,523,308,833,1050.23,138.84
"嘉義縣","中埔鄉","義仁村",673,262,176398,512,313,824,590.1,87.65
"嘉義縣","中埔鄉","社口村",592,355,210238,497,278,777,450.68,76.1
"嘉義縣","中埔鄉","灣潭村",637,151,96248,503,350,736,536.52,84.17
"嘉義縣","中埔鄉","石<U+7866>村",618,183,113142,528,301,813,422.76,68.38
"嘉義縣","中埔鄉","頂埔村",724,126,91250,514,330,886,671.45,92.72
"嘉義縣","中埔鄉","同仁村",625,340,212582,520,312,804,473.14,75.67
"嘉義縣","中埔鄉","深坑村",707,123,86937,498,298,835,815,115.31
"嘉義縣","中埔鄉","瑞豐村",514,100,51401,441,297,600,360.73,70.18
"嘉義縣","中埔鄉","沄水村",623,142,88532,489,310,672,684.16,109.73
"嘉義縣","中埔鄉","三層村",603,115,69338,455,298,801,470.16,77.98
"嘉義縣","中埔鄉","東興村",531,34,18063,503,308,638,336.15,63.27
"嘉義縣","中埔鄉","中崙村",600,34,20409,476,271,663,656.45,109.36
"嘉義縣","中埔鄉","和美村",721,1872,1349920,558,341,943,603.51,83.69
"嘉義縣","中埔鄉","和興村",664,1352,897621,525,334,836,797.38,120.1
"嘉義縣","竹崎鄉","竹崎村",629,582,365903,493,279,795,531.19,84.49
"嘉義縣","竹崎鄉","和平村",638,432,275817,498,296,771,622.71,97.53
"嘉義縣","竹崎鄉","坑頭村",606,109,66026,535,323,733,418.7,69.12
"嘉義縣","竹崎鄉","沙坑村",568,158,89787,451,269,716,459.87,80.92
"嘉義縣","竹崎鄉","獅埜村",613,221,135539,486,332,754,443.56,72.32
"嘉義縣","竹崎鄉","鹿滿村",644,300,193111,495,301,786,539.61,83.83
"嘉義縣","竹崎鄉","紫雲村",623,265,165207,480,303,719,639.44,102.57
"嘉義縣","竹崎鄉","灣橋村",644,1196,770163,501,318,772,540.08,83.87
"嘉義縣","竹崎鄉","義仁村",600,191,114620,487,276,736,535.5,89.23
"嘉義縣","竹崎鄉","義和村",720,123,88609,565,359,843,576.21,79.99
"嘉義縣","竹崎鄉","內埔村",645,301,194153,520,326,821,517.97,80.3
"嘉義縣","竹崎鄉","昇平村",604,284,171450,466,294,770,575.37,95.31
"嘉義縣","竹崎鄉","桃源村",610,165,100649,458,315,749,542.85,88.99
"嘉義縣","竹崎鄉","白杞村",556,112,62235,449,328,664,428.32,77.08
"嘉義縣","竹崎鄉","龍山村",659,312,205742,484,287,788,604.02,91.6
"嘉義縣","竹崎鄉","義隆村",696,95,66121,470,244,768,864.58,124.22
"嘉義縣","竹崎鄉","文峰村",589,114,67180,516,296,759,462.84,78.54
"嘉義縣","竹崎鄉","塘興村",612,137,83849,453,288,851,513.58,83.91
"嘉義縣","竹崎鄉","復金村",572,348,199045,475,312,710,482.15,84.3
"嘉義縣","竹崎鄉","緞繻村",573,132,75598,465,323,680,432.14,75.45
"嘉義縣","竹崎鄉","仁壽村",973,29,28206,488,256,773,2152.02,221.26
"嘉義縣","竹崎鄉","金獅村",517,50,25860,364,245,652,434.79,84.07
"嘉義縣","竹崎鄉","中和村",596,104,62027,481,288,730,503.15,84.36
"嘉義縣","竹崎鄉","光華村",591,70,41354,456,268,644,818.31,138.51
"嘉義縣","梅山鄉","梅東村",717,456,327173,562,358,868,600.12,83.64
"嘉義縣","梅山鄉","梅南村",702,209,146628,549,314,838,673.69,96.03
"嘉義縣","梅山鄉","梅北村",714,920,656852,565,350,964,550.67,77.13
"嘉義縣","梅山鄉","過山村",634,96,60840,477,282,747,540.03,85.21
"嘉義縣","梅山鄉","圳南村",417,47,19587,376,253,522,278.99,66.95
"嘉義縣","梅山鄉","圳北村",679,80,54294,455,274,797,743.85,109.6
"嘉義縣","梅山鄉","大南村",661,262,173063,524,362,821,487.09,73.74
"嘉義縣","梅山鄉","安靖村",543,132,71740,471,286,661,437.98,80.59
"嘉義縣","梅山鄉","<U+53CC>溪村",608,101,61437,501,364,681,432.75,71.14
"嘉義縣","梅山鄉","半天村",773,59,45593,471,357,974,815.03,105.47
"嘉義縣","梅山鄉","太平村",744,76,56541,526,343,790,832.31,111.87
"嘉義縣","梅山鄉","龍眼村",608,52,31636,521,289,812,444.48,73.06
"嘉義縣","梅山鄉","太興村",577,48,27714,429,265,666,561.45,97.24
"嘉義縣","梅山鄉","瑞里村",598,61,36449,472,230,748,582.59,97.5
"嘉義縣","梅山鄉","瑞峰村",475,69,32796,439,194,693,359.12,75.56
"嘉義縣","梅山鄉","太和村",636,58,36905,519,348,843,481.89,75.73
"嘉義縣","梅山鄉","永興村",597,89,53118,519,276,750,446.15,74.75
"嘉義縣","梅山鄉","碧湖村",740,25,18496,623,325,902,659.82,89.18
"嘉義縣","番路鄉","內甕村",811,70,56754,577,324,1078,785.08,96.83
"嘉義縣","番路鄉","江西村",775,263,203908,528,292,1087,777.98,100.34
"嘉義縣","番路鄉","新福村",677,190,128725,523,365,792,600.66,88.66
"嘉義縣","番路鄉","下坑村",729,386,281436,543,339,871,653.35,89.61
"嘉義縣","番路鄉","番路村",633,167,105767,518,312,813,455.11,71.86
"嘉義縣","番路鄉","民和村",518,135,69880,384,240,718,426.55,82.4
"嘉義縣","番路鄉","觸口村",579,184,106495,491,269,769,448.99,77.58
"嘉義縣","番路鄉","大湖村",567,85,48234,459,285,678,580.54,102.31
"嘉義縣","番路鄉","公田村",578,128,73952,477,270,748,457.73,79.23
"嘉義縣","番路鄉","公興村",803,65,52226,537,374,731,1629.16,202.76
"嘉義縣","番路鄉","草山村",567,47,26644,458,348,738,370.12,65.29
"嘉義縣","大埔鄉","大埔村",614,272,167038,519,318,825,470.18,76.56
"嘉義縣","大埔鄉","茄苳村",608,135,82132,476,303,751,505.57,83.1
"嘉義縣","大埔鄉","永樂村",571,63,35976,494,270,704,409.22,71.66
"嘉義縣","大埔鄉","和平村",644,90,57921,548,388,802,480.37,74.64
"嘉義縣","大埔鄉","西興村",970,111,107664,527,322,773,2338.94,241.14
"嘉義縣","阿里山鄉","中山村",737,91,67108,671,404,856,570.09,77.31
"嘉義縣","阿里山鄉","中正村",725,44,31908,550,239,935,695.65,95.93
"嘉義縣","阿里山鄉","香林村",729,53,38625,654,477,912,367.68,50.45
"嘉義縣","阿里山鄉","十字村",629,42,26417,454,336,784,505.49,80.37
"嘉義縣","阿里山鄉","達邦村",689,89,61284,554,377,874,475.67,69.08
"嘉義縣","阿里山鄉","樂野村",626,87,54469,488,308,845,502.38,80.24
"嘉義縣","阿里山鄉","來吉村",786,52,40867,488,340,925,888.45,113.05
"嘉義縣","阿里山鄉","里佳村",778,24,18669,609,501,1048,445.93,57.33
"嘉義縣","阿里山鄉","山美村",533,59,31430,522,317,678,327.42,61.46
"嘉義縣","阿里山鄉","新美村",650,24,15607,584,322,901,441.29,67.86
"嘉義縣","阿里山鄉","豐山村",794,28,22245,517,253,920,822.19,103.49
"嘉義縣","阿里山鄉","茶山村",675,24,16197,571,340,836,432.52,64.09
"屏東縣","屏東市","勝豐里",612,107,65520,475,270,884,535.4,87.44
"屏東縣","屏東市","金泉里",644,172,110687,464,243,840,597.39,92.83
"屏東縣","屏東市","慶春里",961,93,89389,454,290,908,3054.34,317.77
"屏東縣","屏東市","平和里",714,227,162059,502,231,812,820.85,114.98
"屏東縣","屏東市","楠樹里",676,143,96623,590,330,866,481.29,71.23
"屏東縣","屏東市","扶風里",734,167,122591,506,316,790,774.3,105.48
"屏東縣","屏東市","橋南里",836,426,356265,613,377,988,910.01,108.81
"屏東縣","屏東市","橋北里",719,252,181172,557,322,942,616.21,85.71
"屏東縣","屏東市","長春里",886,621,549896,622,370,1169,789.34,89.14
"屏東縣","屏東市","豐田里",876,1344,1176882,642,379,1108,764.87,87.35
"屏東縣","屏東市","安樂里",908,156,141629,528,293,1217,1073.77,118.27
"屏東縣","屏東市","歸心里",692,232,160616,541,300,832,720.14,104.02
"屏東縣","屏東市","湖西里",724,326,236042,568,331,920,580.66,80.2
"屏東縣","屏東市","瑞光里",864,2182,1884182,646,375,1122,713.56,82.63
"屏東縣","屏東市","湖南里",674,264,178061,532,322,849,555.84,82.41
"屏東縣","屏東市","長安里",625,377,235512,493,311,825,482.03,77.16
"屏東縣","屏東市","厚生里",632,683,431761,518,304,760,539.85,85.4
"屏東縣","屏東市","大湖里",717,391,280466,558,351,891,585.11,81.57
"屏東縣","屏東市","頂宅里",541,96,51938,408,274,721,416.55,76.99
"屏東縣","屏東市","新生里",765,1454,1111989,601,360,1000,621.58,81.28
"屏東縣","屏東市","永安里",751,1863,1398785,581,352,984,610.86,81.36
"屏東縣","屏東市","萬年里",606,164,99337,461,297,773,502.14,82.9
"屏東縣","屏東市","安鎮里",681,456,310533,547,313,876,532.74,78.23
"屏東縣","屏東市","永昌里",651,44,28637,485,294,922,791.09,121.55
"屏東縣","屏東市","光華里",693,188,130308,516,293,917,782.95,112.96
"屏東縣","屏東市","一心里",876,407,356356,674,337,1159,732.33,83.64
"屏東縣","屏東市","義勇里",1083,391,423383,804,412,1376,1508.48,139.31
"屏東縣","屏東市","公館里",756,334,252478,584,363,934,666.8,88.21
"屏東縣","屏東市","龍華里",706,490,345808,541,321,934,602.69,85.4
"屏東縣","屏東市","玉成里",720,290,208781,571,365,900,543.18,75.45
"屏東縣","屏東市","新興里",799,693,553884,701,404,1083,534.22,66.84
"屏東縣","屏東市","頂柳里",646,237,153204,492,293,771,547.22,84.65
"屏東縣","屏東市","擇仁里",621,199,123588,480,297,821,509.22,81.99
"屏東縣","屏東市","清溪里",746,1133,845747,609,356,960,568.37,76.14
"屏東縣","屏東市","前進里",660,643,424663,537,315,834,572.02,86.61
"屏東縣","屏東市","大洲里",624,264,164738,473,298,716,578.56,92.72
"屏東縣","屏東市","永光里",615,244,149968,524,312,765,489.85,79.7
"屏東縣","屏東市","永順里",662,65,43042,542,322,844,506.19,76.44
"屏東縣","屏東市","大埔里",652,171,111534,533,289,868,548.13,84.04
"屏東縣","屏東市","大同里",689,209,143994,485,252,994,622.56,90.36
"屏東縣","屏東市","文明里",880,114,100300,634,369,1150,761.23,86.52
"屏東縣","屏東市","光榮里",749,212,158855,574,314,924,643.52,85.88
"屏東縣","屏東市","端正里",823,101,83120,510,313,1125,804.75,97.79
"屏東縣","屏東市","武廟里",855,149,127432,569,316,1098,934.66,109.28
"屏東縣","屏東市","必信里",680,154,104709,576,306,931,517.29,76.08
"屏東縣","屏東市","崇禮里",765,90,68887,527,315,826,845.41,110.45
"屏東縣","屏東市","崇智里",576,128,73704,422,245,713,530.2,92.08
"屏東縣","屏東市","民權里",706,171,120746,568,284,834,696.64,98.66
"屏東縣","屏東市","維新里",634,650,411956,540,319,776,506.86,79.97
"屏東縣","屏東市","斯文里",840,579,486163,608,336,1074,817.92,97.41
"屏東縣","屏東市","泰安里",859,202,173517,573,336,1037,1065.84,124.08
"屏東縣","屏東市","仁義里",685,258,176645,533,330,858,625.38,91.34
"屏東縣","屏東市","三山里",641,283,181353,495,321,822,508.24,79.31
"屏東縣","屏東市","海豐里",732,193,141291,554,318,914,625.9,85.5
"屏東縣","屏東市","和興里",597,179,106803,522,306,736,428.27,71.78
"屏東縣","屏東市","崇蘭里",873,3230,2819617,683,409,1126,758.18,86.85
"屏東縣","屏東市","空翔里",830,339,281521,662,399,1060,768.72,92.57
"屏東縣","屏東市","廣興里",676,437,295414,548,310,835,618.82,91.54
"屏東縣","屏東市","潭墘里",756,2988,2258670,609,360,998,600.46,79.44
"屏東縣","屏東市","明正里",979,253,247695,560,334,1131,2277.76,232.65
"屏東縣","屏東市","溝美里",802,716,574509,609,355,1012,775.34,96.63
"屏東縣","屏東市","勝利里",776,1380,1071461,611,355,994,672.32,86.59
"屏東縣","屏東市","永城里",703,513,360758,558,307,876,635.4,90.35
"屏東縣","屏東市","北勢里",804,718,577340,589,349,1057,737.98,91.78
"屏東縣","屏東市","華山里",800,1467,1174047,617,372,1022,651.02,81.35
"屏東縣","屏東市","太平里",856,233,199508,643,392,1071,823.27,96.15
"屏東縣","屏東市","興樂里",782,238,186075,545,331,979,800.45,102.38
"屏東縣","屏東市","大武里",757,2274,1721289,578,347,968,652.38,86.19
"屏東縣","屏東市","建國里",752,211,158747,554,324,962,704.13,93.59
"屏東縣","屏東市","崇武里",729,745,542892,608,338,927,565.62,77.62
"屏東縣","屏東市","凌雲里",642,125,80292,576,264,899,485.58,75.6
"屏東縣","屏東市","鵬程里",894,173,154638,812,569,1075,479.67,53.66
"屏東縣","屏東市","豐榮里",866,820,710438,624,347,1148,850.99,98.22
"屏東縣","屏東市","信和里",672,338,227272,546,348,829,495.62,73.71
"屏東縣","屏東市","豐源里",852,1324,1127809,644,384,1098,714.28,83.85
"屏東縣","屏東市","大連里",922,3490,3216881,681,390,1193,874.89,94.92
"屏東縣","屏東市","仁愛里",821,711,583532,622,372,1072,694.36,84.6
"屏東縣","屏東市","中正里",891,1572,1400966,655,382,1188,764.43,85.78
"屏東縣","屏東市","北興里",810,1797,1455817,610,349,1029,701.58,86.6
"屏東縣","潮州鎮","潮州里",759,157,119236,482,272,874,1045.38,137.65
"屏東縣","潮州鎮","光華里",782,1225,957489,619,351,1055,621.24,79.48
"屏東縣","潮州鎮","三星里",777,1443,1121586,610,373,1025,604.13,77.73
"屏東縣","潮州鎮","彭城里",716,180,128883,520,320,829,623.01,87.01
"屏東縣","潮州鎮","九塊里",562,257,144347,461,289,637,447.02,79.59
"屏東縣","潮州鎮","興美里",696,171,119027,598,367,900,478.89,68.8
"屏東縣","潮州鎮","檨子里",633,68,43057,529,302,706,588.51,92.94
"屏東縣","潮州鎮","新生里",744,294,218659,555,313,932,663.14,89.16
"屏東縣","潮州鎮","新榮里",760,376,285778,599,308,994,676.03,88.95
"屏東縣","潮州鎮","同榮里",646,158,102099,514,252,842,624.78,96.69
"屏東縣","潮州鎮","三共里",828,1872,1549602,623,354,1063,819.06,98.95
"屏東縣","潮州鎮","五魁里",698,340,237162,549,322,936,609.26,87.35
"屏東縣","潮州鎮","蓬萊里",734,508,373026,584,333,954,597.49,81.37
"屏東縣","潮州鎮","八爺里",668,516,344909,546,329,864,601.86,90.04
"屏東縣","潮州鎮","光春里",650,286,185995,507,334,794,523.03,80.43
"屏東縣","潮州鎮","泗林里",692,335,231939,551,333,912,554.21,80.05
"屏東縣","潮州鎮","四春里",622,400,248712,488,312,787,497.14,79.95
"屏東縣","潮州鎮","崙東里",573,216,123717,468,282,745,435.81,76.09
"屏東縣","潮州鎮","永春里",710,1732,1229838,579,328,950,552.51,77.81
"屏東縣","潮州鎮","三和里",795,550,436999,606,320,1043,795.01,100.06
"屏東縣","潮州鎮","富春里",610,253,154298,510,312,849,418.45,68.61
"屏東縣","東港鎮","八德里",743,180,133761,524,329,883,733.16,98.66
"屏東縣","東港鎮","東隆里",602,256,154130,463,296,734,517.98,86.03
"屏東縣","東港鎮","共和里",896,121,108467,578,341,1064,1042.59,116.31
"屏東縣","東港鎮","豐漁里",669,131,87655,548,313,845,631.08,94.32
"屏東縣","東港鎮","盛漁里",614,239,146697,504,329,713,510.8,83.22
"屏東縣","東港鎮","興漁里",590,376,221873,491,308,742,443.42,75.14
"屏東縣","東港鎮","鎮海里",583,494,287863,468,316,712,483.32,82.94
"屏東縣","東港鎮","嘉蓮里",629,298,187466,503,320,785,512.3,81.44
"屏東縣","東港鎮","南平里",530,255,135079,420,278,662,517,97.6
"屏東縣","東港鎮","興東里",795,2056,1633653,591,362,1010,878.11,110.51
"屏東縣","東港鎮","興農里",688,259,178277,513,356,862,593.98,86.29
"屏東縣","東港鎮","興和里",676,227,153531,552,318,820,622.33,92.01
"屏東縣","東港鎮","船頭里",732,1178,862681,582,352,941,584.55,79.82
"屏東縣","東港鎮","下<ed><U+00AE><U+00BF><ed><U+00BE><U+00B4>里",602,358,215370,489,319,754,430.27,71.52
"屏東縣","東港鎮","新勝里",771,606,467046,580,350,945,732.33,95.02
"屏東縣","東港鎮","頂中里",661,113,74693,516,358,817,537.43,81.31
"屏東縣","東港鎮","頂新里",692,135,93434,569,328,790,593.49,85.75
"屏東縣","東港鎮","東和里",604,145,87564,512,257,796,483.07,79.99
"屏東縣","東港鎮","朝安里",669,378,252708,522,282,867,571.02,85.41
"屏東縣","東港鎮","興臺里",802,149,119461,560,347,939,823.09,102.66
"屏東縣","東港鎮","中興里",619,181,111962,493,304,796,492.61,79.64
"屏東縣","東港鎮","大潭里",660,322,212489,495,335,780,565.16,85.64
"屏東縣","東港鎮","大鵬里",756,32,24186,564,361,923,676.99,89.57
"屏東縣","恆春鎮","城北里",680,530,360460,497,322,916,563.32,82.83
"屏東縣","恆春鎮","城西里",659,240,158160,532,331,879,514.34,78.05
"屏東縣","恆春鎮","城南里",632,260,164360,523,294,807,499.01,78.94
"屏東縣","恆春鎮","山腳里",703,893,627892,513,302,918,646.93,92.01
"屏東縣","恆春鎮","網紗里",1050,649,681691,508,315,866,8778.64,835.77
"屏東縣","恆春鎮","仁壽里",636,144,91515,487,281,850,572.77,90.13
"屏東縣","恆春鎮","茄湖里",533,79,42083,413,263,646,441.82,82.94
"屏東縣","恆春鎮","頭溝里",713,67,47749,637,377,910,490.95,68.89
"屏東縣","恆春鎮","四溝里",648,129,83555,541,341,863,445.66,68.81
"屏東縣","恆春鎮","德和里",683,152,103814,468,290,860,798.9,116.97
"屏東縣","恆春鎮","龍水里",1423,187,266133,533,311,763,10850.7,762.43
"屏東縣","恆春鎮","山海里",828,229,189688,484,301,722,2503.75,302.26
"屏東縣","恆春鎮","大光里",577,319,184125,485,313,760,412.17,71.41
"屏東縣","恆春鎮","水泉里",553,204,112881,440,278,665,439.25,79.38
"屏東縣","恆春鎮","南灣里",946,380,359464,625,321,1383,844.04,89.23
"屏東縣","恆春鎮","墾丁里",671,210,141014,540,314,817,556.19,82.83
"屏東縣","恆春鎮","鵝鑾里",668,143,95569,458,286,720,1146.99,171.63
"屏東縣","萬丹鄉","萬安村",749,148,110853,538,284,1019,683.14,91.21
"屏東縣","萬丹鄉","萬全村",787,862,678684,600,366,1004,660.7,83.92
"屏東縣","萬丹鄉","萬惠村",775,216,167341,611,313,1038,632.82,81.68
"屏東縣","萬丹鄉","萬後村",652,150,97756,538,332,826,502.73,77.14
"屏東縣","萬丹鄉","萬生村",721,324,233553,537,343,908,676.37,93.83
"屏東縣","萬丹鄉","寶厝村",744,515,383150,595,387,909,532.36,71.56
"屏東縣","萬丹鄉","四維村",697,403,280962,548,326,943,531.54,76.24
"屏東縣","萬丹鄉","竹林村",735,278,204237,478,318,775,1014.57,138.1
"屏東縣","萬丹鄉","廣安村",675,573,386871,516,321,850,565.69,83.78
"屏東縣","萬丹鄉","田厝村",689,232,159811,531,320,890,525.35,76.27
"屏東縣","萬丹鄉","崙頂村",644,424,273175,520,337,839,487.07,75.6
"屏東縣","萬丹鄉","社上村",694,311,215931,566,333,864,586.08,84.41
"屏東縣","萬丹鄉","社中村",747,320,239021,539,331,890,786.51,105.3
"屏東縣","萬丹鄉","社皮村",708,428,302859,517,332,866,631.73,89.28
"屏東縣","萬丹鄉","磚寮村",683,203,138743,589,386,878,498.21,72.9
"屏東縣","萬丹鄉","社口村",692,272,188213,574,339,873,528.77,76.42
"屏東縣","萬丹鄉","加興村",731,239,174785,532,318,987,613.81,83.93
"屏東縣","萬丹鄉","上村村",625,169,105669,527,302,775,492.13,78.71
"屏東縣","萬丹鄉","<U+53A6>南村",624,287,179038,540,302,796,445.99,71.49
"屏東縣","萬丹鄉","<U+53A6>北村",692,307,212496,521,320,788,713.29,103.05
"屏東縣","萬丹鄉","新庄村",743,469,348434,574,357,963,592.05,79.69
"屏東縣","萬丹鄉","新鐘村",706,458,323401,561,349,907,545.75,77.29
"屏東縣","萬丹鄉","水泉村",804,410,329777,624,376,995,651.69,81.02
"屏東縣","萬丹鄉","香社村",736,321,236153,553,359,916,644.47,87.6
"屏東縣","萬丹鄉","灣內村",640,257,164460,538,338,800,459.16,71.75
"屏東縣","萬丹鄉","後村村",655,219,143475,548,318,874,460.28,70.26
"屏東縣","萬丹鄉","水仙村",725,119,86263,623,401,839,636.58,87.82
"屏東縣","萬丹鄉","興安村",737,167,123151,565,340,888,769.46,104.34
"屏東縣","萬丹鄉","興全村",685,220,150741,554,310,843,612.33,89.37
"屏東縣","萬丹鄉","甘棠村",646,58,37441,500,331,792,496.49,76.91
"屏東縣","長治鄉","進興村",737,631,465101,601,350,970,570.53,77.4
"屏東縣","長治鄉","新潭村",789,917,723840,629,366,1058,631.53,80.01
"屏東縣","長治鄉","長興村",749,263,197003,549,328,924,645.46,86.17
"屏東縣","長治鄉","潭頭村",824,500,412021,676,394,1048,659.05,79.98
"屏東縣","長治鄉","香楊村",871,701,610739,650,363,1145,745.66,85.59
